//origem,destino,n.º de kms,portagem, n.º de minutos
Copenhagen,Milan,232.33,1883.03,1581.0
Copenhagen,Sofia,358.34,2854.9,2399.0
Copenhagen,Cologne,201.0,1058.23,886.0
Copenhagen,Stockholm,486.17,777.98,652.0
Copenhagen,Amsterdam,201.0,1107.07,927.0
Copenhagen,Naples,0.0,2775.93,2333.0
Copenhagen,Marseille,674.64,2331.86,1960.0
Copenhagen,Turin,387.47,2020.97,1697.0
Copenhagen,Valencia,867.83,3121.85,2626.0
Copenhagen,Kraków,257.82,1598.91,1342.0
Copenhagen,Zagreb,0.0,2087.9,1753.0
Copenhagen,Frankfurt,201.0,1150.61,964.0
Copenhagen,Seville,1028.94,3670.75,3088.0
Copenhagen,Zaragoza,1092.41,2895.07,2433.0
Copenhagen,Helsinki,0.0,2867.83,2413.0
Copenhagen,Wrocław,201.0,1303.33,1093.0
Copenhagen,Rotterdam,201.0,1147.54,962.0
Copenhagen,Łódź,414.04,1440.51,1207.0
Copenhagen,Athens,676.12,3687.25,3103.0
Copenhagen,Stuttgart,201.0,1344.86,1127.0
Copenhagen,Düsseldorf,201.0,1027.81,860.0
Copenhagen,Palermo,0.0,3586.74,3004.0
Łódź,Berlin,120.0,236.55,467.0
Łódź,Madrid,610.06,1404.72,2802.0
Łódź,Rome,251.25,840.98,1673.0
Łódź,Paris,142.01,758.4,1512.0
Łódź,Vienna,0.0,293.64,582.0
Łódź,Warsaw,0.0,72.09,137.0
Łódź,Hamburg,120.0,377.3,749.0
Łódź,Bucharest,32.0,680.02,1325.0
Łódź,Barcelona,375.61,1115.95,2226.0
Łódź,Budapest,0.0,353.27,694.0
Łódź,Munich,0.0,474.84,945.0
Łódź,Prague,0.0,256.92,501.0
Łódź,Milan,17.64,699.66,1394.0
Łódź,Sofia,88.63,734.95,1455.0
Łódź,Cologne,120.0,506.39,1007.0
Łódź,Stockholm,0.0,929.11,1852.0
Łódź,Amsterdam,120.0,548.6,1091.0
Łódź,Naples,318.89,938.2,1870.0
Łódź,Marseille,266.79,951.04,1898.0
Łódź,Turin,105.04,758.05,1510.0
Łódź,Valencia,375.61,1284.23,2564.0
Łódź,Kraków,32.0,142.34,279.0
Łódź,Zagreb,26.89,476.52,947.0
Łódź,Frankfurt,0.0,474.28,944.0
Łódź,Seville,375.61,1609.52,3213.0
Łódź,Zaragoza,375.61,1250.3,2496.0
Łódź,Helsinki,0.0,628.83,1228.0
Łódź,Wrocław,0.0,113.24,222.0
Łódź,Rotterdam,120.0,565.73,1126.0
Łódź,Copenhagen,233.22,608.65,1211.0
Łódź,Athens,267.63,1087.41,2160.0
Łódź,Stuttgart,0.0,498.45,992.0
Łódź,Düsseldorf,120.0,498.83,992.0
Łódź,Palermo,373.09,1281.03,2542.0
Athens,Berlin,63.71,342.58,2336.0
Athens,Madrid,202.13,541.53,3696.0
Athens,Rome,131.03,353.25,2406.0
Athens,Paris,0.0,426.06,2903.0
Athens,Vienna,63.71,249.95,1705.0
Athens,Warsaw,63.71,340.89,2326.0
Athens,Hamburg,63.71,385.09,2627.0
Athens,Bucharest,0.0,175.45,1192.0
Athens,Barcelona,202.13,455.89,3110.0
Athens,Budapest,63.71,215.65,1469.0
Athens,Munich,0.0,302.02,2058.0
Athens,Prague,63.71,291.96,1992.0
Athens,Milan,109.93,315.94,2152.0
Athens,Sofia,36.8,116.68,792.0
Athens,Cologne,0.0,379.36,2587.0
Athens,Stockholm,155.84,548.92,3748.0
Athens,Amsterdam,0.0,416.33,2840.0
Athens,Naples,147.13,381.39,2601.0
Athens,Marseille,170.83,389.2,2652.0
Athens,Turin,127.83,334.59,2279.0
Athens,Valencia,202.13,505.53,3450.0
Athens,Kraków,63.71,275.64,1861.0
Athens,Zagreb,77.73,222.79,1513.0
Athens,Frankfurt,0.0,352.82,2405.0
Athens,Seville,202.13,600.49,4099.0
Athens,Zaragoza,202.13,495.54,3382.0
Athens,Helsinki,0.0,585.4,3903.0
Athens,Wrocław,63.71,305.87,2075.0
Athens,Rotterdam,0.0,417.7,2849.0
Athens,Copenhagen,90.66,455.29,3107.0
Athens,Łódź,63.71,327.06,2232.0
Athens,Stuttgart,0.0,336.3,2291.0
Athens,Düsseldorf,0.0,385.04,2626.0
Athens,Palermo,160.03,481.31,3271.0
Stuttgart,Berlin,0.0,88.97,634.0
Stuttgart,Madrid,109.3,250.74,1795.0
Stuttgart,Rome,0.0,151.65,1081.0
Stuttgart,Paris,44.1,87.98,622.0
Stuttgart,Vienna,0.0,87.71,624.0
Stuttgart,Warsaw,0.0,157.77,1130.0
Stuttgart,Hamburg,0.0,93.38,664.0
Stuttgart,Bucharest,0.0,238.99,1700.0
Stuttgart,Barcelona,89.4,177.06,1265.0
Stuttgart,Budapest,0.0,122.09,874.0
Stuttgart,Munich,0.0,31.36,219.0
Stuttgart,Prague,0.0,68.34,485.0
Stuttgart,Milan,4.2,70.95,505.0
Stuttgart,Sofia,0.0,218.03,1562.0
Stuttgart,Cologne,0.0,51.7,367.0
Stuttgart,Stockholm,0.0,248.58,1780.0
Stuttgart,Amsterdam,0.0,86.89,620.0
Stuttgart,Naples,0.0,179.06,1280.0
Stuttgart,Marseille,63.5,131.21,935.0
Stuttgart,Turin,25.0,87.18,622.0
Stuttgart,Valencia,89.4,224.32,1605.0
Stuttgart,Kraków,7.62,141.79,1015.0
Stuttgart,Zagreb,0.0,109.47,782.0
Stuttgart,Frankfurt,0.0,29.18,204.0
Stuttgart,Seville,89.4,314.74,2254.0
Stuttgart,Zaragoza,89.4,214.8,1537.0
Stuttgart,Helsinki,0.0,309.66,2191.0
Stuttgart,Wrocław,0.0,108.33,775.0
Stuttgart,Rotterdam,0.0,85.42,609.0
Stuttgart,Copenhagen,26.95,159.48,1139.0
Stuttgart,Łódź,0.0,138.83,994.0
Stuttgart,Athens,0.0,316.04,2268.0
Stuttgart,Düsseldorf,0.0,57.11,406.0
Stuttgart,Palermo,0.0,273.57,1952.0
Düsseldorf,Berlin,0.0,79.23,561.0
Düsseldorf,Madrid,111.0,248.28,1779.0
Düsseldorf,Rome,50.2,200.84,1439.0
Düsseldorf,Paris,16.2,71.24,507.0
Düsseldorf,Vienna,0.0,130.98,936.0
Düsseldorf,Warsaw,28.56,154.66,1105.0
Düsseldorf,Hamburg,0.0,57.37,405.0
Düsseldorf,Bucharest,0.0,282.57,2012.0
Düsseldorf,Barcelona,90.4,192.41,1377.0
Düsseldorf,Budapest,0.0,165.38,1186.0
Düsseldorf,Munich,0.0,85.98,614.0
Düsseldorf,Prague,0.0,102.46,732.0
Düsseldorf,Milan,4.2,120.58,863.0
Düsseldorf,Sofia,0.0,264.44,1896.0
Düsseldorf,Cologne,0.0,5.9,39.0
Düsseldorf,Stockholm,0.0,210.99,1510.0
Düsseldorf,Amsterdam,0.0,33.88,239.0
Düsseldorf,Naples,66.4,228.28,1638.0
Düsseldorf,Marseille,64.5,146.94,1051.0
Düsseldorf,Turin,0.0,131.41,938.0
Düsseldorf,Valencia,90.4,239.62,1717.0
Düsseldorf,Kraków,7.62,157.12,1122.0
Düsseldorf,Zagreb,0.0,155.83,1116.0
Düsseldorf,Frankfurt,0.0,32.16,227.0
Düsseldorf,Seville,111.0,311.96,2237.0
Düsseldorf,Zaragoza,119.51,220.92,1582.0
Düsseldorf,Helsinki,0.0,269.84,1844.0
Düsseldorf,Wrocław,0.0,122.46,873.0
Düsseldorf,Rotterdam,0.0,32.57,230.0
Düsseldorf,Copenhagen,26.95,121.9,869.0
Düsseldorf,Łódź,28.56,139.88,998.0
Düsseldorf,Athens,0.0,362.42,2601.0
Düsseldorf,Stuttgart,0.0,56.84,404.0
Düsseldorf,Palermo,79.2,323.55,2309.0
Palermo,Berlin,0.0,351.42,2379.0
Palermo,Madrid,154.2,416.97,2827.0
Palermo,Rome,30.3,136.01,906.0
Palermo,Paris,0.0,339.89,2297.0
Palermo,Vienna,88.8,291.74,1971.0
Palermo,Warsaw,88.8,390.11,2639.0
Palermo,Hamburg,0.0,376.38,2543.0
Palermo,Bucharest,107.13,407.91,2752.0
Palermo,Barcelona,154.2,330.9,2237.0
Palermo,Budapest,81.3,309.48,2093.0
Palermo,Munich,0.0,265.52,1792.0
Palermo,Prague,0.0,322.15,2178.0
Palermo,Milan,73.4,215.72,1448
Palermo,Sofia,119.51,376.21,2545
Palermo,Cologne,79.2,336.56,2276
Palermo,Stockholm,0.0,549.55,3733
Palermo,Amsterdam,79.2,374.01,2532
Palermo,Naples,12.6,105.74,697
Palermo,Marseille,119.2,262.89,1772
Palermo,Turin,88.7,233.02,1567
Palermo,Valencia,154.5,380.54,2577
Palermo,Kraków,96.44,358.82,2425
Palermo,Zagreb,82.3,262.06,1765
Palermo,Frankfurt,79.2,312.97,2114
Palermo,Seville,154.5,475.58,3226
Palermo,Zaragoza,154.5,370.61,2509
Palermo,Helsinki,0.0,597.87,3989
Palermo,Wrocław,0.0,372.23,2520
Palermo,Rotterdam,99.7,367.93,2489
Palermo,Copenhagen,0.0,455.93,3092
Palermo,Łódź,88.8,376.43,2545
Palermo,Athens,162.13,478.98,3250
Palermo,Stuttgart,0.0,290.31,1955
Palermo,Düsseldorf,79.2,342.25,2314
